Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Cognizant hiring for Java Architect,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-java-architect-at-cognizant-4132609771?trk=public_jobs_topcard-title
Cyber Security Specialist,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cyber-security-specialist-at-cognizant-4176296049?trk=public_jobs_topcard-title
LabVantage hiring,Cognizant,Greater Kolkata Area,3 weeks ago,,Not Available,Not Applicable,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/labvantage-hiring-at-cognizant-3981813848?trk=public_jobs_topcard-title
Senior Consultant OMP,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-consultant-omp-at-cognizant-4095205664?trk=public_jobs_topcard-title
Program Manager - INS,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/program-manager-ins-at-cognizant-4145680290?trk=public_jobs_topcard-title
"Java, Springboot, Microservices",Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/java-springboot-microservices-at-cognizant-4180569573?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4161044702?trk=public_jobs_topcard-title
Sr. Product Specialist(T),Cognizant,"Pune, Maharashtra, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Sales and Business Development,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-specialist-t-at-cognizant-4179495497?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4123340796?trk=public_jobs_topcard-title
"Java, Springboot, Microservices",Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/java-springboot-microservices-at-cognizant-4180569573?trk=public_jobs_topcard-title
Senior Developer,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-developer-at-cognizant-4168207544?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175080750?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4159725561?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Hyderabad, Telangana, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4157528553?trk=public_jobs_topcard-title
Workday Integration,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/workday-integration-at-cognizant-4044877123?trk=public_jobs_topcard-title
Cognizant Hiring for Digital Experience Design Consultant,Cognizant,"Hyderabad, Telangana, India",5 days ago,,Not Available,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-digital-experience-design-consultant-at-cognizant-4178005862?trk=public_jobs_topcard-title
BPO SME Data,Cognizant,"Hyderabad, Telangana, India",2 days ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/bpo-sme-data-at-cognizant-4179408587?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159723801?trk=public_jobs_topcard-title
Program Manager - INS,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/program-manager-ins-at-cognizant-4146212631?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4176296057?trk=public_jobs_topcard-title
Java Full stack developer with React JS - Kochi,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/java-full-stack-developer-with-react-js-kochi-at-cognizant-4166368599?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4181221043?trk=public_jobs_topcard-title
Oracle EBS Functional,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/oracle-ebs-functional-at-cognizant-4171471745?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4159723778?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4157525888?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4166305175?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175082354?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159726610?trk=public_jobs_topcard-title
Cypress Test Lead,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cypress-test-lead-at-cognizant-4146988464?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159728207?trk=public_jobs_topcard-title
Sr Consultant,Cognizant,"Bangalore Urban, Karnataka, India",1 day ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4179494548?trk=public_jobs_topcard-title
Technology Architect,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technology-architect-at-cognizant-4145675959?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4174642947?trk=public_jobs_topcard-title
Lead Infra. Architect,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-infra-architect-at-cognizant-4157532000?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4172971156?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175084367?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4174642989?trk=public_jobs_topcard-title
Sr Consultant,Cognizant,"Bangalore Urban, Karnataka, India",1 day ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4179494568?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4176964473?trk=public_jobs_topcard-title
Sr Consultant,Cognizant,"Bangalore Urban, Karnataka, India",1 day ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4179493672?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4179493654?trk=public_jobs_topcard-title
